X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
144.1010753,-36.9787203,1819678818,,gate,,,,,,,
144.1012217,-36.9789106,1819678836,,,,,,,,,"""amenity""=>""parking"""
144.0711598,-36.9905085,2113557532,,,give_way,,,,,,
144.056711,-37.0124487,2139963016,,,,,,,,,"""tourism""=>""picnic_site"""
144.067344,-36.9966538,3195063892,Maldon District Museum,,,,,,,,"""operator""=>""Maldon Museum and Archives Association"",""tourism""=>""museum"",""website""=>""https://sites.google.com/site/maldonauhistory/"""
144.0689504,-36.997406,3195063893,,,,,,,,,"""amenity""=>""post_box"",""collection_times""=>""3:30"",""operator""=>""Australia Post"""
144.0684057,-36.9976351,3195076788,Bendigo Bank ATM,,,,,,,,"""amenity""=>""atm"",""operator""=>""Bendigo bank"""
144.067072,-36.996282,3195089464,,,,,,,,,"""amenity""=>""bbq"""
144.0673943,-36.9968769,3208582872,Maldon Bus Stop,,bus_stop,,,,,,"""operator""=>""Castlemaine Bus Lines"",""shelter""=>""no"""
144.0591645,-36.9890114,3213832346,,,turning_circle,,,,,,
144.0679838,-36.9959714,3213832514,Telstra Pay Phone,,,,,,,,"""amenity""=>""telephone"""
144.0738926,-37.0040318,3216815486,Broken down Ute,,,,,,,,"""historic""=>""ruins"""
144.0817375,-37.016789,3232652171,,,,,,,,,"""addr:city""=>""GOWER"",""addr:housenumber""=>""504"",""addr:postcode""=>""3463"",""addr:street""=>""Sandy Creek Road"""
144.0683703,-37.0001638,3232656052,,,,,,,,,"""natural""=>""tree"""
144.0683515,-37.0002901,3232656053,,,,,,,,,"""natural""=>""tree"""
144.068322,-37.0004765,3232656054,,,,,,,,,"""natural""=>""tree"""
144.0682791,-37.0006907,3232656055,,,,,,,,,"""natural""=>""tree"""
144.0682308,-37.0009285,3232656056,,,,,,,,,"""natural""=>""tree"""
144.0682013,-37.0011063,3232656057,,,,,,,,,"""natural""=>""tree"""
144.0681718,-37.0012669,3232656058,,,,,,,,,"""natural""=>""tree"""
144.0681236,-37.0014233,3232656059,,,,,,,,,"""natural""=>""tree"""
144.068086,-37.0016097,3232656060,,,,,,,,,"""natural""=>""tree"""
144.0680538,-37.0018046,3232660961,,,,,,,,,"""natural""=>""tree"""
144.0680243,-37.001976,3232660962,,,,,,,,,"""natural""=>""tree"""
144.0680055,-37.0021452,3232660963,,,,,,,,,"""natural""=>""tree"""
144.0679573,-37.0022887,3232660964,,,,,,,,,"""natural""=>""tree"""
144.0679465,-37.0025265,3232660965,,,,,,,,,"""natural""=>""tree"""
144.0677852,-37.0024999,3232660966,,,,,,,,,"""natural""=>""tree"""
144.0678237,-37.0023018,3232660967,,,,,,,,,"""natural""=>""tree"""
144.067818,-37.0021211,3232660968,,,,,,,,,"""natural""=>""tree"""
144.0678622,-37.0019475,3232660969,,,,,,,,,"""natural""=>""tree"""
144.0678946,-37.0017678,3232660970,,,,,,,,,"""natural""=>""tree"""
144.0679238,-37.0015981,3232660971,,,,,,,,,"""natural""=>""tree"""
144.0679608,-37.001427,3232660972,,,,,,,,,"""natural""=>""tree"""
144.0680024,-37.0012499,3232660973,,,,,,,,,"""natural""=>""tree"""
144.0680301,-37.0010998,3232660974,,,,,,,,,"""natural""=>""tree"""
144.068061,-37.0008956,3232660975,,,,,,,,,"""natural""=>""tree"""
144.0681056,-37.0006347,3232660976,,,,,,,,,"""natural""=>""tree"""
144.0681488,-37.0004563,3232660977,,,,,,,,,"""natural""=>""tree"""
144.0681811,-37.0002583,3232660978,,,,,,,,,"""natural""=>""tree"""
144.0682181,-37.0001032,3232660979,,,,,,,,,"""natural""=>""tree"""
144.0681934,-37.0001721,3232660980,,,,,,,,,"""natural""=>""tree"""
144.0682427,-36.9999052,3232660981,,,,,,,,,"""natural""=>""tree"""
144.068406,-37.0000208,3232660982,,,,,,,,,"""natural""=>""tree"""
144.0683983,-36.9999248,3232660983,,,,,,,,,"""natural""=>""tree"""
144.0684368,-36.9997489,3232660984,,,,,,,,,"""natural""=>""tree"""
144.0684599,-36.9995717,3232660985,,,,,,,,,"""natural""=>""tree"""
144.0682766,-36.9997218,3232660986,,,,,,,,,"""natural""=>""tree"""
144.0682997,-36.9995693,3232660987,,,,,,,,,"""natural""=>""tree"""
144.0683259,-36.9993638,3232660988,,,,,,,,,"""natural""=>""tree"""
144.0685247,-36.9993663,3232660989,,,,,,,,,"""natural""=>""tree"""
144.0685632,-36.9991756,3232660990,,,,,,,,,"""natural""=>""tree"""
144.0685616,-36.9990205,3232660991,,,,,,,,,"""natural""=>""tree"""
144.0684122,-36.9989566,3232660992,,,,,,,,,"""natural""=>""tree"""
144.0685801,-36.9988606,3232660993,,,,,,,,,"""natural""=>""tree"""
144.0684461,-36.9987339,3232660994,,,,,,,,,"""natural""=>""tree"""
144.0686202,-36.9987179,3232660995,,,,,,,,,"""natural""=>""tree"""
144.0686263,-36.9985432,3232660996,,,,,,,,,"""natural""=>""tree"""
144.0686618,-36.9984312,3232660997,,,,,,,,,"""natural""=>""tree"""
144.0685031,-36.9983537,3232660998,,,,,,,,,"""natural""=>""tree"""
144.0687188,-36.9982934,3232660999,,,,,,,,,"""natural""=>""tree"""
144.0687526,-36.9981507,3232661000,,,,,,,,,"""natural""=>""tree"""
144.0687973,-36.9980277,3232661001,,,,,,,,,"""natural""=>""tree"""
144.0685185,-36.9981273,3232661002,,,,,,,,,"""natural""=>""tree"""
144.06852,-36.9979514,3232661003,,,,,,,,,"""natural""=>""tree"""
144.0685,-36.9977865,3232661004,,,,,,,,,"""natural""=>""tree"""
144.0684985,-36.9976155,3232661005,,,,,,,,,"""natural""=>""tree"""
144.0686695,-36.997394,3232661006,,,,,,,,,"""natural""=>""tree"""
144.0686263,-36.9972439,3232661007,,,,,,,,,"""natural""=>""tree"""
144.0686078,-36.9971455,3232661008,,,,,,,,,"""natural""=>""tree"""
144.0684137,-36.9969425,3232661009,,,,,,,,,"""natural""=>""tree"""
144.0684045,-36.9968465,3232661010,,,,,,,,,"""natural""=>""tree"""
144.0683952,-36.9967063,3232661011,,,,,,,,,"""natural""=>""tree"""
144.0685801,-36.9969105,3232661012,,,,,,,,,"""natural""=>""tree"""
144.0685817,-36.9967813,3232661013,,,,,,,,,"""natural""=>""tree"""
144.0685739,-36.9966447,3232661014,,,,,,,,,"""natural""=>""tree"""
144.0685662,-36.9965525,3232661015,,,,,,,,,"""natural""=>""tree"""
144.0683644,-36.9965119,3232661016,,,,,,,,,"""natural""=>""tree"""
144.0683829,-36.9966029,3232661017,,,,,,,,,"""natural""=>""tree"""
144.068215,-36.9964147,3232661018,,,,,,,,,"""natural""=>""tree"""
144.0682597,-36.9969413,3232661019,,,,,,,,,"""natural""=>""tree"""
144.0685385,-36.9963851,3232661020,,,,,,,,,"""natural""=>""tree"""
144.0685216,-36.9962719,3232661021,,,,,,,,,"""natural""=>""tree"""
144.0686232,-36.9961735,3232661022,,,,,,,,,"""natural""=>""tree"""
144.0685123,-36.9960628,3232661023,,,,,,,,,"""natural""=>""tree"""
144.0686556,-36.996032,3232661024,,,,,,,,,"""natural""=>""tree"""
144.0687511,-36.9960099,3232661025,,,,,,,,,"""natural""=>""tree"""
144.0690515,-36.9959422,3232661026,,,,,,,,,"""natural""=>""tree"""
144.0692071,-36.9959102,3232661027,,,,,,,,,"""natural""=>""tree"""
144.0693719,-36.9958708,3232661028,,,,,,,,,"""natural""=>""tree"""
144.0694505,-36.9958524,3232661029,,,,,,,,,"""natural""=>""tree"""
144.0687157,-36.9961538,3232661030,,,,,,,,,"""natural""=>""tree"""
144.0688482,-36.9961169,3232661031,,,,,,,,,"""natural""=>""tree"""
144.0537102,-36.9721123,3500161744,100 Year Centenary War Memorial,,,,,,,,"""historic""=>""memorial"""
144.0965073,-36.985155,3771217757,Dredge and Dragline,,,,,,,,"""historic""=>""ruins"",""tourism""=>""attraction"",""website""=>""http://www.maldon.org.au/attractions/dredge-and-dragline/"""
144.0965148,-36.9857031,3771217758,,,,,,,,,"""amenity""=>""parking"""
144.0701337,-36.9878002,4628227623,,,stop,,,,,,
144.0711179,-36.9903634,4628227624,,,give_way,,,,,,
144.0704188,-36.9885622,4628227628,,,give_way,,,,,,
144.0704619,-36.988675,4628227629,,,give_way,,,,,,
144.0683771,-36.9911419,4628227630,,,give_way,,,,,,
144.0682717,-36.991167,4628227631,,,give_way,,,,,,
144.0697542,-36.9908377,4628227632,,,give_way,,,,,,
144.0727092,-36.9881036,4628227636,,,stop,,,,,,
144.0697316,-36.9907783,4628227639,,,give_way,,,,,,
144.0690049,-36.9971359,4712559589,IGA plus Liquor,,,,,,,,"""name:en""=>""IGA plus Liquor"",""opening_hours""=>""Mo-Sa 07:30-07:30; Su 08:30-07:30"",""shop""=>""supermarket"""
144.071954,-36.9975952,5174048376,,,,,,,,,"""denotation""=>""single"",""description""=>""Schinus molle (Peppercorn Tree)"",""leaf_type""=>""broadleaved"",""natural""=>""tree"""
144.0714329,-36.9975485,5174048377,,,,,,,,,"""natural""=>""tree"""
144.0716948,-36.9971499,5174048378,,,,,,,,,"""natural""=>""tree"""
144.071211,-36.9971536,5174048379,,,,,,,,,"""natural""=>""tree"""
144.0713928,-36.997161,5174048380,,,,,,,,,"""natural""=>""tree"""
144.0715838,-36.997284,5174048381,,,,,,,,,"""natural""=>""tree"""
144.071268,-36.9973726,5174048382,,,,,,,,,"""natural""=>""tree"""
144.0710693,-36.9974157,5174048383,,,,,,,,,"""natural""=>""tree"""
144.0720953,-36.9970613,5174048384,,,,,,,,,"""natural""=>""tree"""
144.0722524,-36.9970429,5174048385,,,,,,,,,"""natural""=>""tree"""
144.0719782,-36.9978475,5174048386,,,,,,,,,"""natural""=>""tree"""
144.0720629,-36.9983606,5174048387,,,,,,,,,"""natural""=>""tree"""
144.0719828,-36.9983212,5174048388,,,,,,,,,"""natural""=>""tree"""
144.0719366,-36.9983089,5174048389,,,,,,,,,"""natural""=>""tree"""
144.071895,-36.9982978,5174048390,,,,,,,,,"""natural""=>""tree"""
144.0718334,-36.9982806,5174048391,,,,,,,,,"""natural""=>""tree"""
144.0717641,-36.9982523,5174048392,,,,,,,,,"""natural""=>""tree"""
144.0716886,-36.9982302,5174048393,,,,,,,,,"""natural""=>""tree"""
144.0716208,-36.9979115,5174048394,,,,,,,,,"""natural""=>""tree"""
144.0716254,-36.9982006,5174048395,,,,,,,,,"""natural""=>""tree"""
144.07157,-36.9981748,5174048396,,,,,,,,,"""natural""=>""tree"""
144.0714575,-36.9981453,5174048397,,,,,,,,,"""natural""=>""tree"""
144.0716085,-36.9977921,5174048398,,,,,,,,,"""natural""=>""tree"""
144.0715161,-36.9978377,5174048399,,,,,,,,,"""natural""=>""tree"""
144.0670138,-36.9967304,5225743390,,,,,,,,,"""natural""=>""tree"""
144.0670412,-36.9965389,5225743391,,,,,,,,,"""natural""=>""tree"""
144.0670447,-36.9964499,5225743392,,,,,,,,,"""natural""=>""tree"""
144.0672783,-36.9964824,5225743393,,,,,,,,,"""natural""=>""tree"""
144.0665271,-36.9968053,5225743394,,,,,,,,,"""natural""=>""tree"""
144.0666731,-36.9966965,5225743395,,,,,,,,,"""natural""=>""tree"""
144.0662396,-36.9968703,5225743396,,,,,,,,,"""natural""=>""tree"""
144.0681003,-36.9967438,5225743397,,,,,,,,,"""natural""=>""tree"""
144.0682941,-36.9967679,5225743398,,,,,,,,,"""natural""=>""tree"""
144.0682693,-36.9966725,5225743399,,,,,,,,,"""natural""=>""tree"""
144.0680145,-36.9966682,5225743400,,,,,,,,,"""natural""=>""tree"""
144.0678004,-36.9966181,5225743401,,,,,,,,,"""natural""=>""tree"""
144.0677579,-36.9967177,5225743402,,,,,,,,,"""natural""=>""tree"""
144.067765,-36.9968922,5225743403,,,,,,,,,"""natural""=>""tree"""
144.0674146,-36.9968371,5225743404,,,,,,,,,"""natural""=>""tree"""
144.0674544,-36.9967135,5225743405,,,,,,,,,"""natural""=>""tree"""
144.0675924,-36.9966986,5225743406,,,,,,,,,"""natural""=>""tree"""
144.0675225,-36.9965636,5225743407,,,,,,,,,"""natural""=>""tree"""
144.066751,-36.9969113,5225743408,,,,,,,,,"""natural""=>""tree"""
144.0665271,-36.9969318,5225743409,,,,,,,,,"""natural""=>""tree"""
144.067413,-36.9969521,5225743410,,,,,,,,,"""natural""=>""tree"""
144.0675332,-36.9969817,5225743411,,,,,,,,,"""natural""=>""tree"""
144.0676949,-36.9970001,5225743412,,,,,,,,,"""natural""=>""tree"""
144.067849,-36.9970124,5225743413,,,,,,,,,"""natural""=>""tree"""
144.0680416,-36.9970321,5225743414,,,,,,,,,"""natural""=>""tree"""
144.0682203,-36.9970383,5225743415,,,,,,,,,"""natural""=>""tree"""
144.0697053,-36.9966064,5225743416,,,,,,,,,"""natural""=>""tree"""
144.0695698,-36.9967097,5225743417,,,,,,,,,"""natural""=>""tree"""
144.0698162,-36.9966495,5225743418,,,,,,,,,"""natural""=>""tree"""
144.0692955,-36.9960564,5225743419,,,,,,,,,"""natural""=>""tree"""
144.069428,-36.9960269,5225743420,,,,,,,,,"""natural""=>""tree"""
144.0695189,-36.9960023,5225743621,,,,,,,,,"""natural""=>""tree"""
144.0694265,-36.9955753,5225743622,,,,,,,,,"""natural""=>""tree"""
144.0690383,-36.9951533,5225743623,,,,,,,,,"""natural""=>""tree"""
144.0689289,-36.9950204,5225743624,,,,,,,,,"""natural""=>""tree"""
144.0687487,-36.9948383,5225743625,,,,,,,,,"""natural""=>""tree"""
144.0686069,-36.9947227,5225743626,,,,,,,,,"""natural""=>""tree"""
144.0684744,-36.9945812,5225743627,,,,,,,,,"""natural""=>""tree"""
144.0683497,-36.9944458,5225743628,,,,,,,,,"""natural""=>""tree"""
144.0681864,-36.9942883,5225743629,,,,,,,,,"""natural""=>""tree"""
144.0679214,-36.994009,5225743630,,,,,,,,,"""natural""=>""tree"""
144.0676919,-36.9937666,5225743631,,,,,,,,,"""natural""=>""tree"""
144.0669632,-36.9937654,5225743632,,,,,,,,,"""natural""=>""tree"""
144.0667984,-36.9938048,5225743633,,,,,,,,,"""natural""=>""tree"""
144.066632,-36.9938454,5225743634,,,,,,,,,"""natural""=>""tree"""
144.0670263,-36.9935759,5225743635,,,,,,,,,"""natural""=>""tree"""
144.0662715,-36.993683,5225743636,,,,,,,,,"""natural""=>""tree"""
144.0661714,-36.9933815,5225743637,,,,,,,,,"""natural""=>""tree"""
144.0661436,-36.9932831,5225743638,,,,,,,,,"""natural""=>""tree"""
144.0660758,-36.9931687,5225743639,,,,,,,,,"""natural""=>""tree"""
144.0660481,-36.9930641,5225743640,,,,,,,,,"""natural""=>""tree"""
144.0660034,-36.9929644,5225743641,,,,,,,,,"""natural""=>""tree"""
144.0659079,-36.9927085,5225743642,,,,,,,,,"""natural""=>""tree"""
144.0658263,-36.9925301,5225743643,,,,,,,,,"""natural""=>""tree"""
144.0656491,-36.9920342,5225743644,,,,,,,,,"""natural""=>""tree"""
144.0655105,-36.9916921,5225743645,,,,,,,,,"""natural""=>""tree"""
144.0653549,-36.9917647,5225743646,,,,,,,,,"""natural""=>""tree"""
144.0653287,-36.9915986,5225743647,,,,,,,,,"""natural""=>""tree"""
144.0652594,-36.9910191,5225743648,,,,,,,,,"""natural""=>""tree"""
144.0653487,-36.9912049,5225743649,,,,,,,,,"""natural""=>""tree"""
144.0651485,-36.9911113,5225743650,,,,,,,,,"""natural""=>""tree"""
144.0651407,-36.9907496,5225743651,,,,,,,,,"""natural""=>""tree"""
144.0645723,-36.9896422,5225743652,,,,,,,,,"""natural""=>""tree"""
144.0644876,-36.9894662,5225743653,,,,,,,,,"""natural""=>""tree"""
144.0644182,-36.9892952,5225743654,,,,,,,,,"""natural""=>""tree"""
144.0643489,-36.9891229,5225743655,,,,,,,,,"""natural""=>""tree"""
144.0642965,-36.9889691,5225743656,,,,,,,,,"""natural""=>""tree"""
144.0642195,-36.9888042,5225743657,,,,,,,,,"""natural""=>""tree"""
144.0641471,-36.9886073,5225743658,,,,,,,,,"""natural""=>""tree"""
144.0640793,-36.9884166,5225743659,,,,,,,,,"""natural""=>""tree"""
144.0640008,-36.9882013,5225743660,,,,,,,,,"""natural""=>""tree"""
144.0641995,-36.9881619,5225743661,,,,,,,,,"""natural""=>""tree"""
144.0642719,-36.9883846,5225743662,,,,,,,,,"""natural""=>""tree"""
144.0643474,-36.988563,5225743663,,,,,,,,,"""natural""=>""tree"""
144.0643967,-36.9887464,5225743664,,,,,,,,,"""natural""=>""tree"""
144.064466,-36.9889162,5225743665,,,,,,,,,"""natural""=>""tree"""
144.064637,-36.9891094,5225743666,,,,,,,,,"""natural""=>""tree"""
144.0662669,-36.9896397,5225743667,,,,,,,,,"""natural""=>""tree"""
